Geneid	SRR11047173	SRR11047174	SRR11047175	SRR11047176
AT2G08760	0.976065	3.428704	4.432016	1.594485
AT2G08765	15.838101	20.422142	20.961926	18.760416
AT2G08770	1.649709	1.675716	1.880438	1.507020
AT2G08775	0.000000	0.000000	0.000000	0.000000
AT2G08780	0.000000	0.000000	0.000000	5.869286
AT2G08790	0.000000	0.000000	0.000000	0.000000
AT2G08795	0.000000	0.000000	0.453972	0.000000
AT2G08800	0.000000	0.000000	0.000000	0.000000
AT2G08805	0.000000	0.000000	0.000000	0.000000
AT2G08815	0.000000	0.000000	0.000000	0.000000
AT2G08820	0.000000	0.000000	0.000000	0.000000
AT2G08825	0.000000	0.000000	0.231394	0.000000
AT2G08830	0.000000	0.000000	0.000000	0.000000
AT2G08835	0.000000	0.000000	0.000000	0.000000
AT2G08845	0.000000	0.000000	0.000000	0.000000
AT2G08850	0.000000	0.000000	0.000000	0.000000
AT2G08855	0.000000	0.000000	0.000000	0.000000
AT2G08860	0.000000	0.000000	0.000000	0.000000
AT2G08865	2.831269	2.924622	3.617472	2.977365
AT2G08870	0.000000	0.000000	0.000000	0.000000
AT2G08875	0.000000	0.000000	0.000000	0.000000
AT2G08880	0.000000	0.000000	0.000000	0.000000
AT2G08885	0.000000	0.000000	0.000000	0.000000
AT2G08890	0.000000	0.000000	0.000000	0.000000
AT2G08895	0.000000	0.000000	0.000000	0.000000
AT2G08900	0.000000	0.000000	0.000000	0.000000
AT2G08905	0.000000	0.000000	0.000000	0.000000
AT2G08910	0.000000	0.000000	0.000000	0.000000
AT2G08915	0.000000	0.277731	0.000000	0.271378
AT2G08920	0.000000	0.000000	0.000000	0.000000
AT2G08925	0.000000	0.000000	0.000000	0.000000
AT2G08930	0.000000	0.000000	0.000000	0.000000
AT2G08935	0.000000	0.000000	0.172413	0.000000
AT2G08940	0.000000	0.000000	0.000000	0.000000
AT2G08945	0.000000	0.000000	0.000000	0.000000
AT2G08950	0.000000	0.000000	0.000000	0.000000
AT2G08955	0.000000	0.000000	0.000000	0.000000
AT2G08960	0.000000	0.000000	0.000000	0.000000
AT2G08965	0.000000	0.232739	0.156716	0.000000
AT2G08970	0.000000	0.000000	0.000000	0.000000
AT2G08975	0.000000	0.000000	0.000000	0.000000
AT2G08980	0.000000	0.000000	0.000000	0.000000
AT2G08985	0.000000	0.000000	0.000000	0.000000
AT2G08986	0.000000	0.000000	0.000000	0.000000
AT2G08990	0.000000	0.000000	0.000000	0.000000
AT2G08995	0.000000	0.000000	0.000000	0.000000
AT2G09000	0.000000	0.000000	0.000000	0.000000
AT2G09005	0.000000	0.000000	0.000000	0.000000
AT2G09010	0.000000	0.000000	0.000000	0.000000
AT2G09015	0.000000	0.000000	0.000000	0.000000
AT2G09020	0.000000	0.000000	0.000000	0.000000
AT2G09025	0.246359	0.580346	0.390122	0.000000
AT2G09035	0.000000	0.000000	0.000000	0.000000
AT2G09040	0.000000	0.000000	0.000000	0.000000
AT2G09045	0.000000	0.333988	0.000000	0.000000
AT2G09050	0.000000	0.000000	0.000000	0.000000
AT2G09055	0.000000	0.000000	0.000000	0.000000
AT2G09060	0.000000	0.000000	0.000000	0.000000
AT2G09065	0.000000	0.000000	0.000000	0.000000
AT2G09070	0.000000	0.000000	0.000000	0.000000
AT2G09075	0.000000	0.000000	0.000000	0.000000
AT2G09080	0.000000	0.000000	0.000000	0.000000
AT2G09085	0.337954	0.000000	0.000000	0.313217
AT2G09090	1.081543	1.226660	1.297465	0.983505
AT2G09095	0.000000	0.000000	0.000000	0.000000
AT2G09100	0.000000	0.000000	0.000000	0.000000
AT2G09105	0.000000	0.000000	0.000000	0.000000
AT2G09110	0.000000	0.000000	0.000000	0.000000
AT2G09115	0.000000	0.000000	0.000000	0.000000
AT2G09120	0.000000	0.000000	0.000000	0.000000
AT2G09125	0.000000	0.000000	0.000000	0.000000
AT2G09130	0.000000	0.000000	0.000000	0.000000
AT2G09135	0.000000	0.000000	0.000000	0.000000
AT2G09140	0.000000	0.000000	0.000000	0.000000
AT2G09150	0.000000	0.000000	0.279155	0.000000
AT2G09155	0.000000	0.000000	0.000000	0.000000
AT2G09160	0.000000	0.000000	0.000000	0.000000
AT2G09165	0.956123	0.856413	1.253912	0.623965
AT2G09170	0.702873	0.546677	1.356876	0.920795
AT2G09175	0.000000	0.000000	0.000000	0.000000
AT2G09180	0.000000	0.000000	0.000000	0.000000
AT2G09185	0.000000	0.000000	0.000000	0.000000
AT2G09190	3.647243	2.763681	2.716872	2.858977
AT2G09195	0.265949	0.000000	0.000000	0.000000
AT2G09200	0.000000	0.000000	0.000000	0.194965
AT2G09205	0.256719	0.390019	0.372906	0.161827
AT2G09210	0.000000	0.000000	0.000000	0.000000
AT2G09215	0.000000	0.000000	0.000000	0.000000
AT2G09220	0.000000	0.000000	0.000000	0.000000
AT2G09225	1.462418	2.126556	2.776513	1.723549
AT2G09230	0.000000	0.000000	0.000000	0.000000
AT2G09235	0.000000	0.000000	0.000000	0.000000
AT2G09240	0.000000	0.000000	0.000000	0.000000
AT2G09245	0.000000	0.000000	0.000000	0.000000
AT2G09250	0.000000	0.000000	0.000000	0.000000
AT2G09255	0.000000	0.000000	0.000000	0.000000
AT2G09260	0.000000	0.000000	0.000000	0.000000
AT2G09265	0.000000	0.000000	0.000000	0.000000
AT2G09270	0.000000	0.000000	0.000000	0.000000
AT2G09280	0.000000	0.000000	0.000000	0.000000
AT2G09285	0.000000	0.000000	0.000000	0.000000
AT2G09290	0.000000	0.000000	0.000000	0.000000
AT2G09295	0.000000	0.000000	0.000000	0.000000
AT2G09300	0.000000	0.000000	0.000000	0.000000
AT2G09305	0.460674	0.524695	0.776860	1.119532
AT2G09310	0.000000	0.000000	0.000000	0.000000
AT2G09315	0.000000	0.000000	0.000000	0.000000
AT2G09320	0.000000	0.000000	0.000000	0.000000
AT2G09325	0.000000	0.000000	0.000000	0.000000
AT2G09330	0.000000	0.000000	0.000000	0.000000
AT2G09335	0.000000	0.000000	0.000000	0.000000
AT2G09340	0.000000	0.000000	0.000000	0.000000
AT2G09345	0.000000	0.000000	0.000000	0.000000
AT2G09350	0.000000	0.000000	0.000000	0.000000
AT2G09355	0.000000	0.000000	0.000000	0.000000
AT2G09360	0.000000	0.000000	0.000000	0.000000
AT2G09365	0.000000	0.000000	0.000000	0.000000
AT2G09370	0.000000	0.000000	0.000000	0.000000
AT2G09375	0.000000	0.000000	0.000000	0.000000
AT2G09380	0.000000	0.000000	0.000000	0.000000
AT2G09385	0.000000	0.000000	0.000000	0.000000
AT2G09388	0.000000	0.000000	0.000000	0.000000
AT2G09390	0.000000	0.000000	0.000000	0.000000
AT2G09395	0.000000	0.000000	0.000000	0.000000
AT2G09400	0.282130	0.563181	0.235686	0.531989
AT2G09405	0.000000	0.000000	0.000000	0.000000
AT2G09410	0.000000	0.000000	0.000000	0.000000
AT2G09415	0.000000	0.000000	0.000000	0.000000
AT2G09420	0.000000	0.000000	0.000000	0.000000
AT2G09425	0.000000	0.000000	0.313538	0.000000
AT2G09430	0.000000	0.000000	0.000000	0.164866
AT2G09435	0.000000	0.000000	0.000000	0.000000
AT2G09440	0.000000	0.479652	0.000000	0.327049
AT2G09445	0.000000	0.000000	0.000000	0.000000
AT2G09450	0.000000	0.000000	0.000000	0.000000
AT2G09455	1.286001	0.299476	0.900356	1.069970
AT2G09460	0.000000	0.000000	0.000000	0.000000
AT2G09465	0.000000	0.000000	0.000000	0.000000
AT2G09470	0.000000	0.000000	0.000000	0.000000
AT2G09475	0.000000	0.000000	0.000000	0.000000
AT2G09480	0.000000	0.000000	0.000000	0.000000
AT2G09490	0.197167	0.355508	0.507099	0.000000
AT2G09495	0.238448	0.542391	0.660651	0.377189
AT2G09500	0.237625	0.212648	0.000000	0.320774
AT2G09505	0.000000	0.000000	0.000000	0.000000
AT2G09510	0.000000	0.000000	0.163637	0.207948
AT2G09515	0.000000	0.000000	0.000000	0.000000
AT2G09525	0.613253	0.842763	0.751581	0.468283
AT2G09530	0.000000	0.000000	0.000000	0.000000
AT2G09535	0.000000	0.000000	0.000000	0.000000
AT2G09540	0.000000	0.000000	0.000000	0.000000
AT2G09545	0.000000	0.000000	0.000000	0.000000
AT2G09550	0.000000	0.000000	0.000000	0.000000
AT2G09555	0.000000	0.000000	0.000000	0.000000
AT2G09560	0.000000	0.000000	0.179106	0.000000
AT2G09565	0.000000	0.302832	0.000000	0.000000
AT2G09570	0.000000	0.000000	0.000000	0.000000
AT2G09575	0.000000	0.000000	0.000000	0.000000
AT2G09585	0.000000	0.000000	0.000000	0.000000
AT2G09590	0.000000	0.000000	0.000000	0.000000
AT2G09605	0.000000	0.000000	0.000000	0.000000
AT2G09610	0.000000	0.000000	0.000000	0.000000
AT2G09615	0.000000	0.000000	0.000000	0.000000
AT2G09620	0.000000	0.000000	0.000000	0.000000
AT2G09625	0.000000	0.000000	0.000000	0.000000
AT2G09630	0.000000	0.000000	0.000000	0.000000
AT2G09635	0.000000	0.000000	0.000000	0.000000
AT2G09640	0.000000	0.000000	0.000000	0.000000
AT2G09645	0.000000	0.000000	0.000000	0.000000
AT2G09650	0.000000	0.000000	0.000000	0.000000
AT2G09655	0.000000	0.000000	0.000000	0.000000
AT2G09660	0.000000	0.000000	0.000000	0.000000
AT2G09665	0.000000	0.000000	0.000000	0.000000
AT2G09670	0.000000	0.000000	0.000000	0.000000
AT2G09675	0.000000	0.000000	0.000000	0.000000
AT2G09680	0.000000	0.000000	0.000000	0.000000
AT2G09685	0.000000	0.000000	0.000000	0.000000
AT2G09690	0.000000	0.000000	0.000000	0.000000
AT2G09695	0.000000	0.000000	0.000000	0.000000
AT2G09700	0.000000	0.178351	0.000000	0.000000
AT2G09705	0.000000	0.313230	0.429135	0.224569
AT2G09710	0.835049	1.900507	1.296769	1.087002
AT2G09715	0.000000	0.000000	0.000000	0.000000
AT2G09720	0.000000	0.000000	0.000000	0.000000
AT2G09725	0.000000	0.000000	0.000000	0.000000
AT2G09730	0.000000	0.000000	0.000000	0.000000
AT2G09735	0.000000	0.000000	0.000000	0.000000
AT2G09740	0.000000	0.000000	0.000000	0.000000
AT2G09745	1.183162	1.459901	0.699702	0.341913
AT2G09750	0.000000	0.000000	0.000000	0.000000
AT2G09755	0.000000	0.000000	0.000000	0.000000
AT2G09760	0.000000	0.000000	0.000000	0.000000
AT2G09765	0.000000	0.000000	0.000000	0.000000
AT2G09770	0.000000	0.000000	0.000000	0.000000
AT2G09775	0.000000	0.000000	0.000000	0.000000
AT2G09780	0.000000	0.000000	0.000000	0.000000
AT2G09785	0.000000	0.000000	0.000000	0.000000
AT2G09795	4.378398	4.549216	3.844348	3.979979
AT2G09805	0.000000	0.000000	0.000000	0.000000
AT2G09815	0.174021	0.161090	0.000000	0.277023
AT2G09825	0.000000	0.000000	0.000000	0.000000
AT2G09835	0.000000	0.000000	0.000000	0.000000
AT2G09838	0.000000	0.000000	0.000000	0.000000
AT2G09840	0.000000	0.000000	0.000000	0.000000
AT2G09845	0.000000	0.000000	0.000000	0.000000
AT2G09875	0.000000	0.000000	0.000000	0.000000
AT2G09885	0.176307	0.000000	0.000000	0.000000
AT2G09895	0.000000	0.000000	0.000000	0.000000
AT2G09905	0.000000	0.000000	0.000000	0.000000
AT2G09915	0.000000	0.000000	0.000000	0.000000
AT2G09925	0.000000	0.000000	0.000000	0.000000
AT2G09935	0.000000	0.000000	0.000000	0.000000
AT2G09945	0.000000	0.000000	0.000000	0.000000
AT2G09955	0.000000	0.000000	0.000000	0.000000
AT2G09965	0.000000	0.000000	0.000000	0.000000
AT2G09970	0.000000	0.000000	0.312390	0.000000
AT2G09975	0.000000	0.000000	0.000000	0.000000
AT2G09990	40.678482	63.412270	62.784794	49.210495
AT2G09995	0.000000	0.000000	0.000000	0.000000
AT2G10020	0.000000	0.000000	0.000000	0.000000
AT2G10025	0.000000	0.000000	0.000000	0.000000
AT2G10260	0.000000	0.000000	0.000000	0.000000
AT2G10440	0.000000	0.000000	0.000000	0.000000
AT2G10450	0.000000	0.000000	0.000000	0.000000
AT2G10455	0.000000	0.000000	0.000000	0.000000
AT2G10535	0.000000	0.000000	0.000000	0.000000
AT2G10537	0.000000	0.000000	0.000000	0.000000
AT2G10545	0.000000	0.000000	0.000000	0.000000
AT2G10550	0.000000	0.000000	0.000000	0.000000
AT2G10553	0.000000	0.000000	0.000000	0.000000
AT2G10556	0.000000	0.000000	0.000000	0.000000
AT2G10557	0.000000	0.000000	0.000000	0.000000
AT2G10560	0.000000	0.000000	0.000000	0.000000
AT2G10602	0.000000	0.000000	0.000000	0.000000
AT2G10606	0.351500	0.000000	0.000000	0.000000
AT2G10608	0.000000	0.000000	0.000000	0.000000
AT2G10615	0.000000	0.000000	0.000000	0.000000
AT2G10625	0.000000	0.000000	0.000000	0.000000
AT2G10920	0.231892	0.000000	0.364507	0.000000
AT2G10921	0.000000	0.000000	0.000000	0.000000
AT2G10930	0.000000	0.577571	0.895906	0.497668
AT2G10931	1.630483	2.811916	2.688189	1.756002
AT2G10940	653.601501	702.985046	640.393127	625.829041
AT2G10950	11.244918	11.061449	9.779989	10.068050
AT2G10955	0.000000	0.000000	0.000000	0.000000
AT2G10965	0.000000	0.000000	0.000000	0.000000
AT2G10970	0.000000	0.000000	0.000000	0.000000
AT2G10975	0.000000	0.000000	0.000000	0.000000
AT2G11000	6.611351	6.382103	6.624801	6.156660
AT2G11005	0.000000	0.000000	0.000000	0.000000
AT2G11010	0.000000	0.000000	0.000000	0.000000
AT2G11015	0.000000	0.000000	0.000000	0.000000
AT2G11025	0.000000	0.000000	0.000000	0.000000
AT2G11035	2.092397	1.676100	1.144769	1.042211
AT2G11045	0.000000	0.000000	0.000000	0.000000
AT2G11200	0.000000	0.000000	0.000000	0.000000
AT2G11205	0.000000	0.000000	0.000000	0.000000
AT2G11215	33.922901	24.579163	29.059277	31.733747
AT2G11225	86.467163	78.012238	94.744446	96.622765
AT2G11270	0.210187	0.165028	0.478135	0.784788
AT2G11271	0.000000	0.000000	0.000000	0.000000
AT2G11405	0.000000	0.000000	0.000000	0.000000
AT2G11462	0.000000	0.000000	0.000000	0.000000
AT2G11520	8.995519	10.570329	7.869241	7.576150
AT2G11522	0.000000	0.000000	0.000000	0.000000
AT2G11570	0.000000	0.000000	0.000000	0.000000
AT2G11620	0.000000	0.000000	0.000000	0.000000
AT2G11623	0.000000	0.000000	0.000000	0.000000
AT2G11626	0.000000	0.000000	0.000000	0.000000
AT2G11773	0.000000	0.000000	0.000000	0.000000
AT2G11778	0.000000	0.000000	0.000000	0.000000
AT2G11810	0.963789	0.822076	0.157157	0.000000
AT2G11815	0.000000	0.000000	0.000000	0.000000
AT2G11851	0.000000	0.000000	0.000000	0.000000
AT2G11852	0.000000	0.000000	0.000000	0.000000
AT2G11890	50.601963	66.519775	61.160091	54.687466
AT2G11891	0.573856	0.422860	0.434792	0.631779
AT2G11910	65.326256	95.316429	117.932182	88.220955
AT2G12170	1.847037	3.140109	3.083159	2.964928
AT2G12190	1.455693	1.667773	1.559201	1.584388
AT2G12200	0.000000	0.000000	0.000000	0.000000
AT2G12205	0.000000	0.000000	0.000000	0.000000
AT2G12280	0.000000	0.000000	0.000000	0.000000
AT2G12290	0.000000	0.000000	0.000000	0.000000
AT2G12400	9.153688	10.382183	6.406000	5.327491
AT2G12405	0.000000	0.000000	0.000000	0.000000
AT2G12461	9.856043	9.116481	9.852349	9.489120
AT2G12462	4.232450	6.085783	10.934365	5.226807
AT2G12465	0.000000	0.000000	0.000000	0.000000
AT2G12475	0.000000	0.000000	0.000000	0.000000
AT2G12480	0.000000	0.000000	0.000000	0.000000
AT2G12550	4.094334	4.132627	3.896476	3.142955
AT2G12646	0.000000	0.000000	0.000000	0.000000
AT2G12875	0.000000	0.000000	0.000000	0.000000
AT2G12880	0.000000	0.000000	0.000000	0.000000
AT2G12900	0.000000	0.000000	0.000000	0.000000
AT2G12905	0.000000	0.000000	0.000000	0.000000
AT2G12935	0.000000	0.000000	0.000000	0.000000
AT2G12940	0.000000	0.000000	0.000000	0.000000
AT2G12945	0.000000	0.000000	0.000000	0.000000
AT2G13100	15.969367	14.247059	11.911415	11.805151
AT2G13105	0.000000	0.000000	0.000000	0.000000
AT2G13125	0.000000	0.000000	0.000000	0.000000
AT2G13126	0.000000	0.000000	0.000000	0.000000
AT2G13150	0.000000	0.000000	0.000000	0.000000
AT2G13275	0.212596	0.690040	0.000000	0.000000
AT2G13290	6.935793	7.891352	6.624092	6.911250
AT2G13295	0.000000	0.000000	0.000000	0.000000
AT2G13350	0.000000	0.000000	0.000000	0.000000
AT2G13360	943.129456	839.296143	816.323669	1015.292419
AT2G13370	6.607320	6.735136	7.380165	7.524410
AT2G13422	0.407707	0.000000	0.206939	0.000000
AT2G13430	0.318238	0.000000	0.346236	0.167460
AT2G13440	11.114994	13.302114	14.170353	14.102270
AT2G13450	0.000000	0.000000	0.000000	0.000000
AT2G13463	0.000000	0.000000	0.000000	0.000000
AT2G13500	0.000000	0.000000	0.000000	0.000000
AT2G13510	0.000000	0.000000	0.000000	0.000000
AT2G13540	8.678835	11.778617	12.775848	11.149592
AT2G13542	0.000000	0.000000	0.000000	0.000000
AT2G13547	0.176350	0.000000	0.158041	0.000000
AT2G13550	1.231208	2.406753	4.546818	1.003954
AT2G13555	0.000000	0.000000	0.000000	0.000000
AT2G13560	53.169655	42.638435	44.605747	42.950638
AT2G13570	0.229714	1.208315	0.000000	0.000000
AT2G13600	1.090699	1.514329	1.302441	1.102795
AT2G13610	2.877004	4.037432	5.486899	4.162658
AT2G13620	0.000000	0.000000	0.000000	0.000000
AT2G13630	0.000000	0.000000	0.000000	0.000000
AT2G13640	0.000000	0.000000	0.000000	0.000000
AT2G13650	8.548453	7.986683	6.563835	7.688513
AT2G13660	0.000000	0.000000	0.000000	0.000000
AT2G13665	6.556686	6.281735	6.752468	6.147398
AT2G13680	0.000000	0.000000	0.000000	0.000000
AT2G13690	4.908202	4.966891	5.740413	4.952131
AT2G13720	0.000000	0.000000	0.000000	0.000000
AT2G13760	0.000000	0.000000	0.000000	0.000000
AT2G13770	0.000000	0.000000	0.000000	0.000000
AT2G13790	19.880936	14.726032	12.133179	15.281474
AT2G13800	5.482022	4.995937	4.031957	5.376429
AT2G13810	0.000000	7.848844	0.626812	2.156308
AT2G13820	7.514406	9.780949	12.464267	7.022563
AT2G13840	4.288435	4.100445	5.359105	4.321054
AT2G13845	0.000000	0.000000	0.000000	0.000000
AT2G13895	0.000000	0.000000	0.000000	0.000000
AT2G13900	0.000000	0.000000	0.000000	0.000000
AT2G13905	0.000000	0.000000	0.000000	0.000000
AT2G13950	0.000000	0.000000	0.000000	0.000000
AT2G13960	1.413585	0.961588	0.538129	0.922693
AT2G13965	16.985565	20.991184	16.752556	16.784952
AT2G13980	0.000000	0.000000	0.000000	0.000000
AT2G13985	0.000000	0.000000	0.000000	0.000000
AT2G14000	0.000000	0.000000	0.000000	0.000000
AT2G14045	28.808081	26.704432	24.231363	28.149075
AT2G14050	3.045683	3.084413	3.896033	4.444189
AT2G14060	0.000000	0.258861	0.175878	0.940324
AT2G14070	0.000000	0.000000	0.000000	0.420233
AT2G14080	10.076340	9.587543	7.960033	9.294312
AT2G14095	0.000000	0.000000	0.000000	0.000000
AT2G14100	0.000000	0.000000	0.000000	0.000000
AT2G14110	5.485770	6.702466	7.446880	6.490513
AT2G14115	3.267243	3.163227	3.941976	3.781648
AT2G14120	16.411245	15.211950	15.302574	13.127591
AT2G14160	0.000000	0.304014	0.000000	0.000000
AT2G14170	20.120630	18.411903	21.377748	20.147158
AT2G14210	0.000000	0.000000	0.000000	0.000000
AT2G14247	0.569943	0.916621	0.440054	3.385865
AT2G14255	13.665629	13.709341	16.038898	15.423468
AT2G14260	27.391548	29.036184	25.246195	27.756983
AT2G14265	0.000000	0.000000	0.000000	0.000000
AT2G14270	0.000000	0.000000	0.000000	0.000000
AT2G14282	0.000000	0.000000	0.000000	0.000000
AT2G14285	23.447777	29.037458	26.984261	31.426275
AT2G14288	0.000000	0.000000	0.000000	0.000000
AT2G14289	0.000000	0.000000	0.000000	0.000000
AT2G14290	0.000000	1.287992	0.302080	0.304925
AT2G14365	0.000000	0.000000	0.000000	0.000000
AT2G14378	0.000000	0.000000	0.000000	0.000000
AT2G14390	0.000000	0.000000	0.000000	0.000000
AT2G14395	0.000000	0.000000	0.000000	0.000000
AT2G14440	0.000000	0.000000	0.000000	0.000000
AT2G14460	13.795438	16.649357	17.423296	13.651497
AT2G14500	0.000000	0.000000	0.000000	0.000000
AT2G14510	0.000000	0.000000	0.000000	0.000000
AT2G14520	6.262566	6.577265	5.435369	5.444270
AT2G14530	10.339584	10.314282	11.939445	11.006137
AT2G14540	0.000000	0.000000	0.000000	0.000000
AT2G14560	264.469818	161.431244	129.915512	243.944580
AT2G14580	0.000000	0.000000	8.487465	0.679602
AT2G14610	0.887277	2.414380	6.464487	28.697441
AT2G14620	0.000000	0.307492	0.164049	1.362174
AT2G14635	0.000000	0.000000	0.000000	0.000000
AT2G14660	7.093140	11.078894	12.382488	11.607815
AT2G14670	0.000000	0.000000	0.000000	0.000000
AT2G14680	9.983747	9.964506	8.870790	9.552927
AT2G14690	0.000000	0.000000	0.000000	0.000000
AT2G14692	0.000000	0.215329	0.000000	0.000000
AT2G14695	0.000000	0.000000	0.000000	0.000000
AT2G14700	0.000000	0.000000	0.000000	0.000000
AT2G14710	0.000000	0.000000	0.000000	0.000000
AT2G14720	28.995987	26.746061	27.595469	28.437143
AT2G14740	9.974092	10.887751	10.838867	11.912751
AT2G14750	67.575569	63.946682	68.673576	43.743050
AT2G14755	0.000000	0.000000	0.000000	0.000000
AT2G14760	0.000000	0.000000	0.000000	0.000000
AT2G14765	0.000000	0.000000	0.000000	0.000000
AT2G14775	1.318245	1.000964	1.059237	0.857418
AT2G14800	0.497300	1.280753	0.729086	0.677605
AT2G14810	0.000000	0.000000	0.000000	0.000000
AT2G14820	0.000000	0.000000	0.000000	0.000000
AT2G14825	4.901096	4.049247	5.143255	4.933561
AT2G14830	0.000000	0.000000	0.000000	0.000000
AT2G14835	13.515002	13.799256	13.430595	12.233977
AT2G14846	0.000000	0.000000	0.000000	0.000000
AT2G14850	4.755064	3.865356	4.686725	5.570573
AT2G14860	2.572295	3.933406	4.800889	3.365640
AT2G14870	0.000000	0.000000	0.000000	0.000000
AT2G14878	79.220558	60.739071	93.352760	82.351471
AT2G14880	49.833252	80.795242	82.639107	72.366280
AT2G14890	131.436447	184.951675	146.981094	112.427414
AT2G14900	43.165035	23.954370	25.157879	27.188242
AT2G14910	173.582855	133.978027	151.641449	156.513519
AT2G14920	0.000000	0.000000	0.000000	0.000000
AT2G14935	0.000000	0.000000	0.000000	0.000000
AT2G14945	0.000000	0.000000	0.000000	0.000000
AT2G14960	0.000000	0.294708	0.000000	0.000000
AT2G15000	13.516587	27.353352	32.122105	17.742914
AT2G15010	0.000000	0.000000	0.000000	0.000000
AT2G15020	23.565619	31.469807	13.956107	33.735512
AT2G15025	0.000000	0.000000	0.000000	0.000000
AT2G15029	0.453820	0.301648	1.356715	0.000000
AT2G15042	10.732751	8.550165	11.477138	15.367234
AT2G15050	40.123001	36.819290	31.313633	34.047932
AT2G15080	15.017702	11.859175	13.152687	11.873211
AT2G15090	13.183996	19.570290	33.020912	24.768446
AT2G15110	0.000000	0.000000	0.000000	0.000000
AT2G15128	5.357074	11.210480	13.372276	7.679005
AT2G15130	0.000000	0.000000	0.000000	0.000000
AT2G15170	0.000000	0.000000	0.000000	0.000000
AT2G15180	0.000000	0.000000	0.000000	0.000000
AT2G15185	0.000000	0.000000	0.000000	0.000000
AT2G15220	0.701596	0.395970	0.576914	0.000000
AT2G15230	5.863848	6.347439	6.631892	7.035286
AT2G15240	17.802540	15.991676	18.660334	16.683884
AT2G15260	0.000000	0.000000	0.000000	0.000000
AT2G15270	10.642809	11.092329	12.759012	10.081321
AT2G15280	9.250587	12.003495	12.299237	13.099943
AT2G15290	51.520294	59.759174	55.255089	52.358406
AT2G15292	26.807594	27.682606	33.722221	28.696987
AT2G15300	1.983268	2.053514	2.129138	1.896881
AT2G15310	1.373708	1.151473	0.957571	1.267941
AT2G15318	0.000000	0.237311	0.000000	0.000000
AT2G15320	21.576550	16.866388	17.039680	14.015914
AT2G15325	0.000000	0.000000	0.000000	0.000000
AT2G15327	0.000000	0.000000	0.000000	0.000000
AT2G15340	0.000000	0.000000	0.000000	0.000000
AT2G15345	0.000000	0.000000	0.000000	0.000000
AT2G15350	0.000000	0.000000	0.000000	0.000000
AT2G15360	0.000000	0.000000	0.000000	0.000000
AT2G15370	0.000000	0.000000	0.000000	0.000000
AT2G15390	5.837240	4.954991	3.656543	3.906860
AT2G15400	1.058550	1.210973	2.482592	1.473008
AT2G15420	0.000000	0.000000	0.000000	0.000000
AT2G15430	8.720099	11.120740	14.810148	10.076978
AT2G15440	2.577456	2.627806	1.868210	2.156671
AT2G15450	0.000000	0.000000	0.000000	0.000000
AT2G15460	0.000000	0.000000	0.000000	0.000000
AT2G15470	0.000000	0.000000	0.000000	0.000000
AT2G15480	1.906688	2.390635	1.307070	1.542358
AT2G15490	0.000000	0.751763	0.218469	0.777890
AT2G15500	0.000000	0.000000	0.000000	0.000000
AT2G15530	7.119855	6.016131	7.368681	6.864809
AT2G15535	0.000000	0.000000	0.000000	0.000000
AT2G15555	0.000000	0.000000	0.000000	0.000000
AT2G15560	7.572976	6.920653	8.075002	6.927924
AT2G15570	29.504234	22.287336	18.555880	20.326513
AT2G15580	58.786427	56.109497	52.106049	66.533058
AT2G15590	0.000000	0.000000	0.000000	0.000000
AT2G15610	0.000000	0.000000	0.000000	0.000000
AT2G15620	102.103210	105.443718	69.861374	91.488052
AT2G15630	0.666725	0.894900	0.769571	0.736212
AT2G15640	0.000000	0.000000	0.000000	0.000000
AT2G15660	0.000000	0.000000	0.000000	0.000000
AT2G15670	0.000000	0.000000	0.000000	0.000000
AT2G15680	0.000000	0.000000	0.000000	0.000000
AT2G15690	6.666768	8.931938	9.637199	7.047017
AT2G15695	20.143072	18.247410	18.894915	18.948891
AT2G15710	0.000000	0.000000	0.000000	0.000000
AT2G15730	1.928583	2.445463	2.923678	2.406589
AT2G15740	0.000000	0.000000	0.000000	0.000000
AT2G15760	0.947698	0.717686	1.527889	3.004162
AT2G15770	0.000000	0.000000	0.000000	0.000000
AT2G15780	0.000000	0.000000	0.000000	0.000000
AT2G15790	4.909858	7.427958	6.753104	4.796741
AT2G15820	9.419885	10.281476	7.458929	8.683088
AT2G15830	11.432507	7.427173	5.350758	7.186622
AT2G15860	9.945535	10.315265	11.807925	10.288980
AT2G15880	25.902880	15.677372	13.755997	16.218380
AT2G15890	180.624237	121.291626	109.793549	128.257263
AT2G15900	8.006758	6.819849	7.240432	7.311210
AT2G15910	27.602180	30.546757	29.227629	26.574217
AT2G15950	0.000000	0.000000	0.000000	0.000000
AT2G15960	266.937866	174.329300	183.304199	180.809280
AT2G15970	531.966919	339.688416	226.178513	243.818237
AT2G15980	3.214800	3.528261	4.392104	3.426779
AT2G16005	0.000000	0.000000	0.000000	0.000000
AT2G16015	0.000000	0.000000	0.000000	0.000000
AT2G16016	0.000000	0.000000	0.000000	0.000000
AT2G16018	0.000000	0.000000	0.000000	0.000000
AT2G16019	0.000000	0.000000	0.000000	0.000000
AT2G16020	0.000000	0.000000	0.000000	0.000000
AT2G16030	0.000000	0.000000	0.000000	0.000000
AT2G16040	0.000000	0.000000	0.000000	0.000000
AT2G16050	1.910473	1.206014	1.769193	2.158502
AT2G16060	1.163602	3.392818	2.667440	1.493488
AT2G16070	22.714705	24.992224	19.406439	19.677485
AT2G16090	3.001384	3.242017	3.727739	3.118767
