Geneid	SRR11047173	SRR11047174	SRR11047175	SRR11047176
AT1G01010	2.442018	2.175187	2.810471	1.765815
AT1G01020	7.729627	9.368080	10.612254	10.772738
AT1G01030	0.453186	0.919691	1.192138	1.291600
AT1G01040	6.410289	6.268826	8.380960	7.790451
AT1G01046	3.028137	4.512845	4.199879	5.450369
AT1G01050	50.514553	51.156349	50.240795	50.766590
AT1G01060	8.129233	13.528242	9.725896	13.723625
AT1G01070	1.214121	0.891218	6.062634	0.794342
AT1G01080	47.190178	61.354023	59.820332	63.459362
AT1G01090	81.133148	70.878853	89.843956	89.517296
AT1G01100	134.684738	244.374283	258.157166	174.006622
AT1G01110	1.619671	1.513330	2.503793	2.428407
AT1G01120	87.900368	49.328609	27.365309	25.202921
AT1G01130	4.685578	5.047476	4.290720	3.482751
AT1G01140	38.381432	34.783657	38.391418	36.263680
AT1G01150	0.000000	0.000000	0.173178	0.000000
AT1G01160	26.755732	32.503376	33.186565	29.135080
AT1G01170	109.038376	101.445877	104.987869	104.277298
AT1G01180	13.021587	10.732931	9.910674	8.594771
AT1G01183	0.000000	0.252519	0.000000	0.000000
AT1G01190	1.247364	0.598170	2.935210	1.382261
AT1G01200	0.875296	0.848824	1.617129	0.647916
AT1G01210	14.291444	20.277514	22.251451	15.688935
AT1G01220	6.691582	7.551154	7.094493	7.668652
AT1G01225	1.462295	2.256302	2.397690	1.886433
AT1G01230	29.544464	24.865183	25.476860	22.851957
AT1G01240	22.213305	18.481522	13.523693	13.964957
AT1G01250	5.253252	4.104441	0.950564	1.159971
AT1G01260	4.157585	4.523478	5.321970	4.317587
AT1G01270	0.000000	0.000000	0.000000	0.000000
AT1G01280	0.000000	0.000000	0.000000	0.000000
AT1G01290	10.191468	9.965228	10.605698	9.346518
AT1G01300	22.602329	26.353859	36.458256	24.055567
AT1G01305	0.000000	0.000000	0.000000	0.000000
AT1G01310	0.000000	0.000000	0.000000	0.000000
AT1G01320	50.897305	62.128105	59.145424	66.597488
AT1G01335	0.348042	0.000000	0.000000	0.000000
AT1G01340	2.672580	2.586544	1.411683	2.370425
AT1G01350	10.409111	11.653724	11.228922	9.828162
AT1G01355	0.209963	0.000000	0.000000	0.237169
AT1G01360	13.560072	12.531654	10.577198	10.101079
AT1G01370	1.690553	1.813562	3.579393	1.728001
AT1G01380	0.514237	0.788308	1.721399	1.066176
AT1G01390	1.772995	1.792966	3.519572	6.341990
AT1G01400	0.000000	0.000000	0.000000	0.000000
AT1G01410	0.000000	0.000000	0.000000	0.000000
AT1G01420	7.513318	7.421481	7.113075	7.308111
AT1G01430	47.562660	36.800003	31.582403	29.268206
AT1G01440	6.369452	6.023843	5.703027	5.774683
AT1G01448	5.698858	5.803198	6.304403	6.108740
AT1G01450	0.343040	0.321851	0.650536	0.468918
AT1G01453	0.000000	0.000000	0.000000	0.000000
AT1G01460	0.000000	0.000000	0.000000	0.000000
AT1G01470	81.965652	51.290203	41.319740	45.059315
AT1G01480	0.000000	0.930640	0.000000	0.865775
AT1G01490	66.516090	58.075451	60.666847	54.086548
AT1G01500	10.894727	10.105763	8.140628	7.427293
AT1G01510	10.527093	11.173556	11.785235	10.578129
AT1G01520	1.207852	1.851165	0.757899	2.182518
AT1G01530	0.000000	0.000000	0.000000	0.000000
AT1G01540	42.684559	37.216675	32.076378	33.612175
AT1G01550	83.660088	72.307281	66.301605	66.079010
AT1G01560	1.341781	13.630534	1.328084	2.507069
AT1G01570	0.229597	0.000000	0.506251	0.264125
AT1G01580	0.307193	0.202747	0.000000	0.212946
AT1G01590	0.494939	0.759221	0.000000	0.000000
AT1G01600	1.659157	2.939210	4.974365	1.565880
AT1G01610	22.964708	17.704224	21.557354	19.732456
AT1G01620	272.685242	215.921631	164.476669	159.288467
AT1G01630	36.315296	29.243656	24.899876	26.390635
AT1G01640	3.827264	3.250046	3.666978	2.248105
AT1G01650	16.826309	14.311416	14.416318	15.240198
AT1G01660	1.304981	1.775732	1.242049	1.269343
AT1G01670	2.838328	2.990266	2.184788	2.437126
AT1G01680	0.748276	44.112511	0.906445	2.399310
AT1G01690	1.138177	1.786875	3.001456	1.425569
AT1G01695	0.435683	0.319265	0.310902	0.162599
AT1G01700	0.797472	1.017050	1.158854	1.185750
AT1G01710	17.058575	15.519440	19.400370	17.744938
AT1G01715	2.398106	4.313795	4.220413	3.203770
AT1G01720	11.162333	16.591227	12.875722	17.702942
AT1G01725	9.230745	10.893337	11.786503	10.201158
AT1G01730	14.582581	15.386688	19.020226	14.040357
AT1G01740	3.210035	3.224423	3.478239	4.070184
AT1G01750	0.432076	0.329703	0.508416	0.772624
AT1G01760	1.560910	1.503930	1.107681	1.645647
AT1G01770	6.866978	6.517477	5.104792	6.081524
AT1G01780	5.723365	9.781982	7.616491	7.280722
AT1G01790	34.162838	30.645863	32.143997	41.414146
AT1G01800	48.941059	40.562267	45.836861	46.910515
AT1G01810	0.441582	2.640341	1.649356	0.849476
AT1G01820	40.285004	41.810493	39.642162	41.696175
AT1G01830	7.077501	6.593222	5.258266	5.090086
AT1G01840	0.430176	1.683276	0.718267	0.697566
AT1G01860	9.942123	11.196942	11.005934	11.916304
AT1G01870	0.000000	0.000000	0.000000	0.000000
AT1G01880	0.437370	0.928635	0.934021	0.406840
AT1G01890	0.000000	0.000000	0.000000	0.000000
AT1G01900	1.128634	2.843075	1.853380	1.677709
AT1G01910	20.138096	20.243336	17.790159	17.831457
AT1G01920	8.062376	8.454052	10.859025	7.649413
AT1G01930	6.024065	6.164344	5.856483	5.625283
AT1G01940	16.212442	15.014493	17.154072	13.541384
AT1G01950	5.531622	5.470099	6.851488	5.877187
AT1G01960	9.679331	8.361603	9.882512	8.896263
AT1G01970	14.788746	17.726458	18.421946	21.006096
AT1G01980	0.000000	0.000000	0.000000	0.000000
AT1G01990	17.399771	17.132639	17.295128	18.301516
AT1G02000	5.368403	4.644366	4.289140	5.083742
AT1G02010	3.670491	4.203207	4.844935	4.939322
AT1G02020	7.340470	7.375546	7.973651	7.653539
AT1G02030	0.000000	0.000000	0.000000	0.000000
AT1G02040	0.000000	0.000000	0.000000	0.000000
AT1G02050	4.972598	5.596087	8.021487	6.858301
AT1G02060	2.035148	2.240703	3.332445	2.627616
AT1G02065	0.323444	0.766964	2.175943	1.102041
AT1G02067	0.000000	0.000000	0.000000	0.000000
AT1G02070	0.000000	0.641092	1.246109	0.164756
AT1G02080	9.318450	9.368855	11.419095	10.438858
AT1G02090	23.082647	30.861755	31.424965	28.407602
AT1G02100	30.802691	28.326756	35.109753	32.622402
AT1G02110	8.639241	9.544945	11.759814	12.223832
AT1G02120	43.875782	38.496243	45.484909	46.584953
AT1G02130	28.730583	29.881767	28.111877	26.205107
AT1G02140	87.040016	89.821388	94.909256	83.770576
AT1G02145	14.303353	12.608377	14.843291	13.123679
AT1G02150	36.229465	49.700394	52.100216	50.543591
AT1G02160	27.157488	29.099380	26.338951	24.782253
AT1G02170	20.462080	20.044003	15.986835	16.245272
AT1G02180	3.710374	4.537574	5.871384	3.976525
AT1G02190	0.000000	0.000000	0.204231	0.000000
AT1G02205	24.720613	39.526722	16.650928	5.784939
AT1G02210	0.000000	0.000000	0.000000	0.000000
AT1G02220	1.368583	4.005003	1.168812	2.342131
AT1G02230	0.446202	0.727820	0.177069	0.602340
AT1G02250	0.000000	0.000000	0.000000	0.000000
AT1G02260	7.402419	7.691208	7.818364	7.683277
AT1G02270	14.142650	21.567142	10.710505	10.970645
AT1G02280	30.829388	49.547756	50.430714	44.411263
AT1G02290	3.897207	3.588370	4.448070	3.745464
AT1G02300	28.804146	25.744545	20.923643	22.455910
AT1G02305	54.276485	52.153881	54.531796	48.530205
AT1G02310	0.000000	0.166783	0.000000	0.000000
AT1G02320	0.000000	0.000000	0.000000	0.000000
AT1G02330	11.383289	16.916439	17.518259	13.242021
AT1G02335	1.579725	1.943653	1.747284	2.240759
AT1G02340	19.451437	9.214734	6.389309	4.796728
AT1G02350	4.386527	3.294341	3.276612	4.549854
AT1G02360	2.473196	0.708875	1.819341	2.402408
AT1G02370	2.096053	3.317912	4.472260	2.820821
AT1G02380	3.022841	1.827518	1.402728	1.331400
AT1G02390	2.190703	1.764064	1.307651	1.190169
AT1G02400	1.877089	1.997646	1.728236	0.694676
AT1G02405	2.474839	1.335506	0.815481	0.761378
AT1G02410	12.207757	12.918763	11.936539	12.707248
AT1G02420	1.138482	1.241610	0.575735	1.366286
AT1G02430	0.000000	0.871418	0.517167	0.442066
AT1G02440	0.983176	1.096840	0.171675	0.252697
AT1G02450	2.729590	10.992882	2.692730	9.660066
AT1G02460	0.500803	0.190921	0.000000	0.634888
AT1G02470	3.336463	6.831488	3.326037	2.157359
AT1G02475	68.158279	60.986427	51.089722	62.426334
AT1G02480	0.000000	0.000000	0.000000	0.000000
AT1G02490	0.000000	0.000000	0.331995	0.387866
AT1G02500	181.921432	196.394287	186.581879	187.503021
AT1G02510	0.000000	0.000000	0.000000	0.000000
AT1G02520	0.000000	0.574167	0.223003	0.000000
AT1G02530	0.000000	0.000000	0.000000	0.000000
AT1G02540	0.000000	0.000000	0.000000	0.000000
AT1G02550	0.000000	0.000000	0.000000	0.000000
AT1G02560	157.540634	190.385941	155.309219	159.367767
AT1G02570	0.000000	0.000000	0.000000	0.000000
AT1G02575	0.000000	0.000000	0.000000	0.000000
AT1G02580	0.000000	0.000000	0.000000	0.000000
AT1G02590	0.000000	0.000000	0.000000	0.000000
AT1G02600	0.000000	0.000000	0.000000	0.000000
AT1G02610	4.260152	3.140044	3.580823	3.898582
AT1G02620	0.524936	0.471028	0.532267	0.398055
AT1G02630	0.000000	0.000000	0.521200	0.000000
AT1G02640	3.030046	7.455668	3.247843	3.068187
AT1G02650	0.211350	0.255507	0.000000	0.263128
AT1G02660	6.122612	3.915011	2.485122	3.388510
AT1G02670	0.607743	0.886748	0.900762	0.830739
AT1G02680	9.311667	8.751030	10.511660	7.929253
AT1G02690	1.958880	2.742531	6.913468	2.400670
AT1G02700	0.734585	0.549796	0.512883	0.658065
AT1G02705	3.742272	6.755178	3.220256	4.907137
AT1G02710	0.000000	0.000000	0.000000	0.000000
AT1G02720	4.090987	5.360101	4.951472	5.305325
AT1G02730	2.198209	3.387972	7.149185	3.058452
AT1G02740	5.179686	7.603668	5.523468	4.626630
AT1G02750	9.055309	9.743733	9.468632	9.994060
AT1G02760	0.000000	0.000000	0.000000	0.000000
AT1G02770	0.452483	0.168014	0.000000	0.332512
AT1G02780	341.552185	560.573975	551.456909	411.503998
AT1G02790	0.434743	0.000000	0.000000	0.000000
AT1G02800	0.000000	0.922444	3.710361	1.729452
AT1G02810	0.000000	0.297019	0.564516	0.286914
AT1G02813	0.000000	0.000000	0.000000	0.000000
AT1G02816	11.022101	9.509216	5.823899	6.269848
AT1G02820	7.711953	13.454540	0.887795	4.126800
AT1G02830	0.000000	0.000000	0.000000	0.000000
AT1G02840	56.015774	66.424286	82.416046	72.529633
AT1G02850	10.943612	10.930284	9.108775	10.021201
AT1G02860	10.037921	8.041415	7.059734	6.015152
AT1G02870	12.950400	21.522394	25.475325	16.471861
AT1G02880	12.769880	11.712394	11.898527	12.488319
AT1G02890	16.085566	14.053694	15.316556	16.485302
AT1G02900	1.842709	3.021846	2.160336	0.529381
AT1G02910	32.632717	34.464897	29.932467	34.806583
AT1G02920	36.722916	19.230427	38.927074	43.621258
AT1G02930	61.955135	22.416248	64.286575	63.763939
AT1G02940	0.282128	0.208508	0.503279	0.000000
AT1G02950	0.697566	0.863886	0.827842	0.584154
AT1G02952	0.000000	0.000000	0.000000	0.000000
AT1G02960	10.680643	10.418541	11.150857	10.528193
AT1G02965	0.000000	0.000000	0.000000	0.000000
AT1G02970	0.550501	0.733395	1.624626	0.930743
AT1G02980	0.000000	0.000000	0.000000	0.000000
AT1G02990	3.576414	3.530455	3.429290	3.499029
AT1G03000	8.324945	8.134881	8.551598	8.687652
AT1G03010	4.042299	1.292977	0.345710	1.897794
AT1G03020	0.828734	1.689407	0.598095	0.000000
AT1G03030	10.094121	10.222486	10.425975	12.111228
AT1G03040	21.687529	24.483461	25.805210	21.931984
AT1G03050	0.000000	0.205332	0.000000	0.000000
AT1G03055	6.675500	7.052414	6.622507	9.677141
AT1G03060	3.706223	3.209369	3.221249	3.652316
AT1G03070	0.000000	0.246083	0.172612	0.277262
AT1G03080	11.554832	11.229659	11.044559	10.601190
AT1G03090	8.720737	8.230838	10.210752	12.535450
AT1G03100	0.817489	1.360081	1.058918	0.880999
AT1G03103	0.000000	0.000000	0.000000	0.000000
AT1G03106	0.000000	0.000000	0.000000	0.000000
AT1G03110	2.728281	5.379751	6.238602	4.317697
AT1G03120	0.482224	0.399523	0.761917	0.302616
AT1G03130	916.940063	903.967896	812.712402	913.952515
AT1G03140	22.781361	24.056963	27.056227	22.765425
AT1G03150	13.195280	18.103270	19.926208	17.181158
AT1G03160	22.313589	22.968658	21.692890	26.190815
AT1G03165	2.025161	1.006810	1.932119	1.794898
AT1G03170	0.235596	0.535105	0.582643	0.302498
AT1G03180	0.995991	1.358614	2.735097	1.206146
AT1G03190	3.233024	3.643024	4.299402	3.834291
AT1G03200	1.895213	1.656693	2.432627	1.085858
AT1G03210	16.650482	10.938545	13.446782	14.096516
AT1G03220	19.091070	18.772696	17.028803	12.714071
AT1G03230	10.640418	5.637966	11.963826	9.589665
AT1G03240	0.000000	0.000000	0.000000	0.000000
AT1G03250	18.650682	19.746616	16.850815	16.110285
AT1G03260	6.500589	6.916250	5.570900	5.239889
AT1G03270	1.004886	1.457793	2.769061	2.169227
AT1G03280	17.905821	18.097221	14.904970	17.333178
AT1G03290	10.805217	10.887496	9.125576	10.549356
AT1G03300	0.000000	0.000000	0.000000	0.000000
AT1G03310	24.356714	21.673922	18.088333	19.832102
AT1G03320	0.000000	0.314136	0.000000	0.455831
AT1G03325	0.000000	0.000000	0.000000	0.000000
AT1G03330	24.426060	27.678734	31.030577	27.725740
AT1G03340	1.771505	2.045208	1.077497	1.328621
AT1G03350	23.784191	20.443237	18.684015	17.841290
AT1G03360	6.081022	9.691215	11.835729	7.024156
AT1G03365	5.605945	5.967199	6.338341	6.799875
AT1G03370	8.422789	7.434151	6.209141	7.998469
AT1G03380	9.621295	8.880650	7.655753	8.654635
AT1G03390	0.000000	0.000000	0.000000	0.000000
AT1G03395	0.000000	0.000000	0.000000	0.000000
AT1G03400	33.110695	28.051390	24.394188	27.421486
AT1G03410	14.130989	14.703095	12.593271	14.460101
AT1G03430	19.274576	16.563816	16.803892	17.431547
AT1G03440	4.557782	4.720895	4.018462	5.183092
AT1G03445	0.000000	0.000000	0.000000	0.000000
AT1G03457	1.814755	1.987850	2.571510	1.625980
AT1G03470	5.397645	4.249597	6.173055	5.089960
AT1G03475	101.958435	135.040344	118.621666	131.403122
AT1G03490	0.000000	0.000000	0.000000	0.000000
AT1G03495	8.383811	7.554134	9.555240	8.097615
AT1G03502	1.037258	1.010343	0.578564	1.223135
AT1G03506	1.184144	1.703477	1.192088	1.063579
AT1G03510	0.937228	1.901515	1.583177	0.841937
AT1G03515	0.000000	0.000000	0.000000	0.000000
AT1G03520	6.867089	5.808801	5.608871	5.967499
AT1G03530	3.659032	5.395648	5.736253	3.595177
AT1G03540	0.495902	0.573543	0.966802	0.640604
AT1G03545	1.288222	1.209973	1.966070	1.719909
AT1G03550	6.779852	7.363450	7.810091	5.760921
AT1G03560	3.999063	3.779544	4.101209	3.965349
AT1G03570	0.000000	0.000000	0.000000	0.000000
AT1G03590	6.622451	7.767875	7.344223	6.571147
AT1G03600	221.207382	233.848663	220.576599	261.458130
AT1G03610	12.303237	10.662932	11.643441	13.084712
AT1G03620	1.020537	2.929192	2.899254	0.556690
AT1G03630	90.486290	107.463318	103.736160	118.678711
AT1G03640	0.000000	0.000000	0.000000	0.000000
AT1G03650	3.387170	4.580039	4.931312	5.469763
AT1G03660	0.258787	1.526367	1.054978	0.211949
AT1G03670	0.000000	0.000000	0.000000	0.000000
AT1G03680	328.774994	316.178070	295.507538	336.134613
AT1G03687	5.058745	6.603760	7.244866	6.565284
AT1G03700	0.000000	0.000000	0.000000	0.000000
AT1G03710	0.000000	0.426651	1.118156	0.905043
AT1G03720	0.000000	0.000000	0.000000	0.000000
AT1G03730	5.954372	5.544982	5.570156	5.534716
AT1G03740	11.429132	10.219669	8.995503	9.341533
AT1G03743	0.000000	0.000000	0.232107	0.000000
AT1G03746	0.000000	0.000000	0.154103	0.000000
AT1G03750	1.925660	1.906392	1.943899	1.870770
AT1G03760	5.010178	6.394745	6.494815	5.723697
AT1G03770	2.086838	2.640553	3.527198	2.502615
AT1G03780	0.473673	1.128034	2.850845	1.500633
AT1G03790	0.000000	0.000000	0.000000	0.000000
AT1G03800	0.000000	0.222631	0.335175	0.345317
AT1G03810	0.000000	0.000000	0.000000	0.000000
AT1G03820	7.649056	14.143015	11.163000	10.281058
AT1G03830	1.748737	2.673784	3.518801	2.434805
AT1G03840	0.000000	0.000000	0.271023	0.000000
AT1G03850	2.784899	1.884991	4.415329	5.082418
AT1G03860	27.342999	47.619812	39.557304	32.764103
AT1G03870	173.435715	141.538727	82.491844	94.898186
AT1G03880	0.000000	0.000000	0.000000	0.000000
AT1G03890	0.000000	0.000000	0.000000	0.000000
AT1G03900	65.011864	59.514633	58.315422	56.829872
AT1G03905	0.649961	0.832214	0.960787	0.481414
AT1G03910	12.532285	16.550709	16.706781	14.075121
AT1G03920	0.199502	0.658221	0.306442	0.000000
AT1G03930	13.934354	16.050245	14.485394	17.303049
AT1G03935	10.963333	7.056467	10.379845	8.238136
AT1G03940	4.878840	3.725367	9.009380	4.399653
AT1G03950	13.958861	10.396661	9.314307	10.192482
AT1G03960	5.364083	5.220763	5.911319	5.611630
AT1G03970	23.212084	21.141191	18.131117	15.900861
AT1G03980	0.000000	0.000000	0.327603	0.000000
AT1G03982	0.000000	0.000000	0.000000	0.000000
AT1G03987	0.000000	0.000000	0.254951	0.441422
AT1G03990	1.622908	1.351153	1.406970	1.190258
AT1G03993	0.000000	0.000000	0.000000	0.000000
AT1G03997	0.000000	0.000000	0.000000	0.000000
AT1G04000	9.024240	8.913204	8.468272	9.276942
AT1G04003	0.000000	0.000000	0.000000	0.000000
AT1G04007	4.540275	6.399827	5.097070	4.187387
AT1G04010	3.727936	3.285378	3.570911	3.360757
AT1G04013	9.401378	8.155141	11.214721	9.382240
AT1G04017	0.000000	0.000000	0.000000	0.000000
AT1G04020	2.145465	2.994277	3.993589	3.047896
AT1G04023	0.000000	0.000000	0.000000	0.000000
AT1G04027	0.767275	0.665279	1.124755	1.578019
AT1G04030	2.676430	3.313169	2.567024	1.856246
AT1G04033	0.000000	0.000000	0.000000	0.000000
AT1G04037	1.575349	0.641424	2.268503	1.871160
AT1G04040	181.981461	89.157524	87.869652	70.793465
AT1G04043	0.000000	0.000000	0.000000	0.000000
AT1G04047	0.834966	0.973083	0.503362	0.668629
AT1G04050	1.175896	1.408265	1.943865	0.913206
AT1G04053	1.100178	1.071621	1.034114	0.855529
AT1G04057	0.000000	0.000000	0.000000	0.000000
AT1G04063	0.000000	0.000000	0.000000	0.000000
AT1G04067	1.605701	1.608381	1.382744	0.859938
AT1G04070	7.149495	8.647946	7.842527	6.109827
AT1G04073	2.292140	2.559681	2.618764	1.994711
AT1G04077	0.000000	0.000000	0.000000	0.000000
AT1G04080	25.305780	30.801435	35.297588	31.833437
AT1G04083	0.000000	0.873029	0.237000	0.264415
AT1G04087	0.000000	0.000000	0.000000	0.000000
AT1G04090	0.000000	0.000000	0.000000	0.000000
AT1G04093	0.199479	0.000000	0.000000	0.000000
AT1G04097	0.256961	0.238717	0.258932	0.000000
AT1G04100	2.255756	2.109806	1.759230	2.050129
AT1G04103	0.000000	0.000000	0.000000	0.000000
AT1G04105	0.000000	0.000000	0.000000	0.000000
AT1G04110	0.000000	0.381410	0.488005	0.291702
AT1G04117	1.829426	1.980981	3.151413	2.727985
AT1G04120	6.766105	7.701092	8.723563	7.040138
AT1G04123	0.000000	0.000000	0.000000	0.000000
AT1G04127	0.000000	0.000000	0.156022	0.199945
AT1G04130	5.722340	7.409234	7.701228	5.022605
AT1G04133	0.000000	0.000000	0.000000	0.000000
AT1G04137	0.000000	0.000000	0.000000	0.000000
AT1G04140	23.267361	21.298548	21.292305	21.413738
AT1G04143	0.000000	0.000000	0.000000	0.000000
AT1G04147	0.957219	0.727640	0.492699	0.883168
AT1G04150	0.000000	0.000000	0.000000	0.000000
AT1G04153	0.000000	0.000000	0.170184	0.182710
AT1G04157	0.000000	0.000000	0.000000	0.000000
AT1G04160	0.934232	1.243490	1.293628	1.140123
AT1G04163	0.000000	0.000000	0.000000	0.000000
AT1G04167	0.000000	0.000000	0.000000	0.000000
AT1G04170	31.644318	43.046879	47.832043	35.889431
AT1G04173	0.590020	0.000000	0.350798	0.949304
AT1G04177	0.000000	0.000000	0.000000	0.000000
AT1G04180	0.452307	0.527034	0.308207	0.306392
AT1G04183	2.781762	3.594097	6.266970	4.267651
AT1G04187	3.038877	2.077335	2.638160	2.673723
AT1G04190	14.358221	18.356781	23.433775	12.162747
AT1G04193	0.905059	0.430949	2.430093	0.855860
AT1G04197	1.540987	1.114296	1.491084	1.219988
AT1G04200	7.312612	7.319044	7.073176	6.422086
AT1G04203	0.000000	0.000000	0.000000	0.000000
AT1G04207	0.000000	0.000000	0.000000	0.000000
AT1G04210	7.534917	8.474951	8.724452	8.617079
AT1G04213	0.000000	0.000000	0.000000	0.000000
AT1G04217	10.402598	7.378801	7.029902	7.828791
AT1G04220	2.974097	3.621087	0.898047	0.495743
AT1G04223	3.963072	1.861480	1.651673	2.653097
AT1G04227	0.000000	0.000000	0.000000	0.000000
AT1G04230	7.084739	7.322669	6.209263	5.165163
AT1G04233	0.000000	0.000000	0.000000	0.000000
AT1G04237	1.396147	0.934525	0.336511	0.541957
AT1G04240	60.676777	29.562889	19.016544	18.863537
AT1G04243	0.000000	0.000000	0.000000	0.000000
AT1G04247	1.073001	0.891043	0.181527	0.359386
AT1G04250	13.178569	6.163667	7.468051	7.047557
AT1G04253	0.000000	0.000000	0.000000	0.000000
AT1G04257	0.000000	0.000000	0.000000	0.000000
AT1G04260	12.073986	11.919884	11.051627	9.596625
AT1G04263	0.000000	0.000000	0.000000	0.000000
AT1G04267	5.521443	6.040862	4.900491	4.712331
AT1G04270	159.147629	253.143051	259.505859	179.479294
AT1G04273	4.242974	5.249957	4.561035	4.203445
AT1G04277	1.577298	2.827638	3.026330	3.810342
AT1G04280	7.103814	6.584819	8.126387	7.623204
AT1G04283	0.000000	0.000000	0.000000	0.000000
AT1G04287	0.000000	0.000000	0.000000	0.000000
AT1G04290	18.649235	20.333029	18.364901	18.376167
AT1G04293	0.000000	0.000000	0.000000	0.000000
AT1G04295	0.943523	1.244970	0.336565	1.374553
AT1G04297	0.000000	0.404872	0.277729	0.217421
AT1G04300	17.382744	17.958611	18.398262	19.280237
AT1G04303	1.314134	1.175291	1.081960	2.272542
AT1G04307	0.000000	0.000000	0.000000	0.000000
AT1G04310	3.598898	2.382362	2.658494	3.812711
AT1G04313	0.530193	0.297435	0.581431	0.729036
AT1G04320	0.000000	0.000000	0.000000	0.000000
AT1G04323	0.871562	0.600548	0.424913	0.706668
AT1G04327	0.000000	0.000000	0.000000	0.000000
AT1G04330	0.256518	0.390654	0.730104	0.000000
AT1G04333	0.000000	0.000000	0.000000	0.000000
AT1G04337	0.000000	0.000000	0.000000	0.000000
AT1G04340	14.489679	16.686998	14.949810	12.588675
AT1G04343	0.000000	0.600317	0.548845	0.000000
AT1G04347	0.488212	0.803180	1.364576	0.326424
AT1G04350	35.124645	33.330116	28.732431	34.903751
AT1G04353	0.339053	0.250937	0.566862	0.375098
AT1G04357	2.534760	2.162842	1.480786	2.200672
AT1G04360	0.364578	0.615958	0.801832	0.684158
AT1G04363	0.000000	0.000000	0.000000	0.000000
AT1G04367	0.256234	0.385799	0.177759	0.291786
AT1G04370	0.000000	0.000000	0.000000	0.000000
AT1G04373	0.000000	0.000000	0.000000	0.000000
AT1G04377	0.000000	0.000000	0.000000	0.000000
AT1G04380	0.218828	0.233976	0.207694	0.171463
AT1G04383	0.000000	0.000000	0.000000	0.000000
AT1G04387	0.000000	0.000000	0.000000	0.000000
AT1G04390	2.224268	2.545505	2.425018	2.598049
AT1G04393	0.000000	0.000000	0.000000	0.000000
AT1G04397	0.000000	0.000000	0.000000	0.000000
AT1G04400	51.061710	47.136440	42.848003	47.015793
AT1G04403	0.000000	0.000000	0.000000	0.000000
AT1G04407	0.000000	0.000000	0.000000	0.000000
AT1G04410	270.634735	220.220444	207.908966	182.625443
AT1G04413	0.000000	0.000000	0.000000	0.000000
AT1G04417	0.000000	0.000000	0.247850	0.000000
AT1G04420	66.540932	79.917892	65.858711	76.664841
AT1G04423	1.093035	0.558023	0.491520	1.496256
AT1G04425	1.463377	3.156582	10.359614	5.593127
AT1G04427	2.039151	1.070053	0.615177	0.367192
AT1G04430	50.310326	42.561878	39.559326	34.014332
AT1G04433	0.321431	1.960507	2.245158	0.466609
AT1G04437	0.000000	0.166209	0.000000	0.245028
AT1G04440	28.292793	23.576746	22.426353	22.762850
AT1G04443	0.000000	0.000000	0.000000	0.000000
AT1G04445	0.000000	0.000000	0.000000	0.000000
AT1G04447	0.000000	0.000000	0.000000	0.000000
AT1G04450	0.000000	0.000000	0.000000	0.000000
AT1G04453	0.000000	0.000000	0.000000	0.000000
AT1G04455	0.000000	0.000000	0.000000	0.000000
AT1G04463	0.000000	1.411504	0.000000	1.343338
AT1G04467	2.137719	1.066339	0.983393	1.628610
AT1G04470	0.000000	0.000000	0.000000	0.000000
AT1G04473	0.873941	1.070615	0.936242	0.984946
AT1G04477	1.695766	1.559533	1.215728	0.643480
AT1G04480	92.855957	174.280380	148.379349	120.901382
AT1G04483	0.000000	0.161364	0.262172	0.269829
AT1G04487	0.000000	0.000000	0.000000	0.000000
AT1G04490	0.000000	0.230438	0.000000	0.000000
AT1G04493	0.000000	0.000000	0.000000	0.266825
AT1G04497	0.000000	0.000000	0.000000	0.000000
AT1G04500	0.000000	0.000000	0.000000	0.000000
AT1G04503	0.000000	0.000000	0.000000	0.000000
AT1G04507	0.000000	0.000000	0.000000	0.000000
AT1G04510	13.594149	16.047869	21.183939	15.332689
AT1G04513	0.690073	0.904475	0.902717	0.178977
AT1G04517	0.000000	0.000000	0.000000	0.000000
AT1G04520	4.500760	7.600013	11.969785	8.584141
AT1G04523	0.000000	0.000000	0.000000	0.000000
AT1G04527	0.000000	0.310673	0.000000	0.000000
AT1G04530	44.703800	44.035137	36.925697	47.444401
AT1G04533	0.000000	0.000000	0.000000	0.000000
AT1G04537	0.286577	0.545973	0.169472	1.058290
AT1G04540	1.312558	1.956390	0.987812	1.052359
AT1G04547	0.000000	0.000000	0.000000	0.160089
AT1G04550	17.906578	21.426949	20.885763	19.180037
AT1G04555	4.421560	5.194938	4.002803	4.249706
AT1G04557	0.000000	0.000000	0.000000	0.000000
AT1G04560	0.000000	0.000000	0.000000	0.000000
AT1G04563	0.197084	0.000000	0.218468	0.243026
AT1G04567	0.439896	0.776620	0.683273	1.258720
AT1G04570	0.441529	0.616377	0.391656	0.650865
AT1G04573	0.000000	0.000000	0.000000	0.000000
AT1G04577	0.000000	0.460256	0.000000	0.207846
AT1G04580	0.218226	0.000000	0.000000	0.000000
AT1G04583	0.000000	0.000000	0.000000	0.000000
AT1G04587	2.228210	2.366021	1.807658	3.191253
AT1G04590	10.845215	14.196825	15.283991	12.904259
AT1G04593	0.000000	0.000000	0.000000	0.000000
AT1G04597	0.000000	0.000000	0.000000	0.000000
AT1G04600	0.000000	0.000000	0.000000	0.000000
AT1G04603	0.000000	0.000000	0.000000	0.000000
